molec_id,nu,sw,a,gamma_air,n_air,gamma_self,nu-err,sw-err,gamma_air-err,n_air-err,gamma_self-err,nu-ref,sw-ref,gamma_air-ref,n_air-ref,gamma_self-ref
22,2281.498238,1.474e-33,2.803e-08,0.0562,0.77,0.056,3,4,4,4,4,797,449,448,448,448
22,2281.690439,3.502e-37,1.204e-08,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
22,2281.959652,6.806e-39,6.055e-09,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
22,2282.842009,1.275e-36,1.206e-08,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
22,2283.772036,8.998e-39,6.074e-09,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
22,2283.958593,1.138e-36,1.208e-08,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
22,2284.179972,3.99e-38,1.466e-08,0.0663,0.81,0.066,3,4,4,4,4,797,449,448,448,448
22,2285.040199,3.985e-36,1.211e-08,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
22,2285.549336,4.669e-38,6.091e-09,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
22,2285.800938,2.019e-28,1.037e-08,0.0512,0.75,0.051,3,4,4,4,4,797,449,448,448,448
22,2286.086835,3.418e-36,1.213e-08,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
